"iab_relevance","paper_count"
"For insect producers, this research signifies the potential of utilizing insects as models to unravel the intricate dynamics between insects and their associated bacteria. Insights into how immune systems and microbiota interact, impact nutrition, and influence host health have direct applications in insect rearing. Understanding how specific bacteria contribute to insect immunity and nutrition could inform strategies to enhance production efficiency, improve insect health, and mitigate disease. By manipulating these interactions, producers can optimize rearing conditions, resulting in more robust and healthy insect populations for various applications, including agriculture, bioconversion, and pest control.","1"
"Use of bsfl does not comprise overall growth and economic performance of the birds. Variation attributed to nutrient deficiencies. Formulated diets need to be more specific for dietary requirements of animals being fed.","1"
"For insect growers, this study holds significant relevance as it delves into the intricate interactions between host insects and their microbiomes during the diapause stage, a crucial period marked by reduced metabolic activity. By focusing on the parasitoid wasp Nasonia vitripennis, a model organism in this context, the research reveals two vital insights. Firstly, it highlights the pivotal role of the microbiome in regulating nutrient allocation during diapause, essential information for optimizing insect rearing conditions. Secondly, the study uncovers how diapause impacts microbiome dynamics, offering insights into managing insect health and performance during this critical developmental phase. Understanding these complex relationships could have practical implications for enhancing insect growth and productivity in various applications, such as agriculture, pest control, and other insect-based industries.","1"
"May want to consider the use of black soldier fly as a probiotic for due to its greater ability to modulate the gut microbiome. May also want to investigate the use of mealworm as a microbial gut stabilizer in situation where limiting the modulation of the gut microbiome is desired such as in conjunction with gut disrupting treatments such as chemotherapy or antibiotics therapy.","1"
"Larval size and thermal tolerance are associated, so larval size needs to be considered when choosing rearing temperatures.","1"
"The relationships between microclimate, size, and nutrition can greatly impact growth and development in mass rearing.  ","1"
"Insights into how microbial transmission influences bee foraging decisions can be relevant for producers involved in pollination services or beekeeping. Understanding microbial transmission routes could help optimize bee health and productivity.","1"
"Chemical signals play a major role in the courtship of many insects, including insects relevant to food and feed. This paper provides a framework for one of the mechanisms by which these chemical inputs result in courtship in drosophila and could point us towards the study of similar receptors in other species for the purpose of better understanding and optimizing mating in a commercial setting.","1"
"The research delves into how the microbiome of Drosophila melanogaster, commonly known as the fruit fly, influences the overall physiology of the organism. It highlights the essential role of maintaining a balanced microbial community for the fruit fly's overall well-being and discusses the consequences when this balance is disrupted, leading to states of instability or disease. The study examines both direct interactions, such as those involving immunity and gut renewal, and indirect interactions among different members of the microbiome. The goal is to enhance our understanding of the intricate relationship between the fruit fly and its microbiome, shedding light on the dynamics of homeostasis and disease.","1"
"May want to consider future research projects involving the insect microbiome to see if insects can reduce chemical environmental contamination as a way of “clean up”. May want to investigate insects as a use of biological control.","1"
"Bee pollen is a valuable product for insect agriculture, and its benefits as a dietary supplement are well-known. However, this study suggests that bee pollen may not be effective in preventing melanoma and may even have a negative effect on tumor growth in zebrafish. The findings of this study are relevant to insect agriculture as they highlight the need for further research to fully understand the potential health benefits and risks of bee pollen consumption in different species.","1"
"This study showed that mealworms perform better on wheat bran in general, where the other feeds slowed the development. The use of polystyrene foam was used to show they can consume plastic wastes. In this case, it may need to be mixed with another diet to ensure nutritional requirements are met for mealworms.","1"
"This is an exciting study that present the possibility that the BSF gut microbiome could be modulated to degrade a larger array of materials. Bacterial supplementation may make up for less than idea feed substrates.","1"
"This study showed that using bsf derived oils could be a suitable replacement for linseed oils as a fat supplement during development.","1"
"Temperature is a critical parameter in commercial insect rearing to optimize production speed, efficiency, and product quality.","1"
"The queensland fruit fly is a pest in Australia. It is reared in mass quantities for sterile insect technique, which is a process in which sterile males are released in the wild for population control. Evolutionarily, these flies are very distant to other commercial insects like the black soldier fly or cricket. Practically, they are very similar. A small number are sampled from the wild, they experience strong artificial selection in lab/industry rearing, and their population explodes in number as reproduction is taken over by humans. Domesticated organisms often perform better than their wild counterparts- as long as artificial conditions don’t change and performance is evaluating the same traits that breeding programs act on. Unfortunately, selection can lead to negative changes that aren’t easily observed or take many generations to show themselves. For example, without sequencing, population diversity losses might not lead to observable problems for several generations. Then a pathogen spreads across a rearing facility and, because the insects’ immune systems are so similar, entire colonies must be discarded. This paper discusses the fitness changes in 100+ generation Queensland fruit flies (about 20 years if repeated with mealworms). It provides yet more evidence for the benefits of genetic monitoring and preventative maintenance in colony care.","1"
"Being able to ferment the wet feed for mealworms can make it more stable and therefor lower production costs. The pH of this wet feed shouldn't be lowered under 3.5, which is where typical lactic fermentation reaches.","1"
"The power of artificial selection is obvious in the difference between a chihuahua and a great Dane. Consider that kale, broccoli, and cabbage are derived from the same plant, each selected for a different trait and bred for many generations. Some traits are easy to measure, like body size or growth time, but even these “simple” traits are built upon many interacting proteins. To complicate the problem, many genes are passed on in blocks of DNA (recombination). If one selects for a gene involved in egg laying, they might also get a hitchhiking gene involved in wingspan, simply because it’s physically close in the fly’s DNA. Finally, there are often tradeoffs when selecting a useful trait. For example, a larger larval size might require more development time. Understanding fitness tradeoffs is key to the development of successful breeding programs for BSF. This paper shows that you can get flies to deposit eggs early, the tradeoff being reduced adult lifespan (which is short in BSF anyway).","1"
"A major component of population and functional genetics is comparing DNA sequence data with phenotypic (observable traits) data. For example, one line of insects might produce larger larvae than the rest. Identifying the genetics responsible allows for reproducibility and fine-tuning of this trait. One could insert or breed the large larvae genes into other populations, using markers identified by this research to guide the process. One might find that the large larvae gene comes with unacceptable tradeoffs, and research might uncover a downstream gene more specific to the phenotype and with less side effects. Finally, it is unlikely that a given trait happened upon a perfect optimum for mass rearing. Perhaps it would be more advantageous if a receptor bound a little bit better, or if the gene was expressed a little bit less. These are much easier to affect when we can point to a specific promoter or regulator. Manual collection of detailed, standardized phenotypes for a given sample continues to be important for the statistical analyses that identify candidate genes. Unfortunately, these experiments require trained labor and have the associated throughput limitations. Larger sample size gives more statistical power, which means better results. This paper suggests a “precision phenotyping” approach will improve the speed and standardization of data collection.","1"
"May want to explore if any of the bacteria and fungi in IAB species have overlap with species in Greater Wax Moth. Plastic degradation could be an alternative source of revenue. Do these same bacteria exist in the frass? Can these bacteria be introduced into IAB insect species and made to break down plastics?","1"
"A lot of fundamental research knowledge we have now was furthered by investigators seeking to control pests like mosquitoes, cockroaches, and flies. The red flour beetle is a pest that is related to the mealworm, which makes research advances for that organism highly translatable to insect agriculture. The authors of this paper describe how shutting down a gene called vacht in the red flour beetle led to increased insecticide susceptibility. On one hand, it is possible that genes in this pathway can be manipulated to allow mealworms to feed on waste that has been treated with pesticides. On the other hand, it may be possible to create especially susceptible mealworms. Genetically modified organisms can do great things, but there are always concerns about escapes leading to ecological disturbances. For example, think of the consequences of a black soldier fly engineered for fast growth and extreme hunger hybridizing with local populations and spreading through the country. Perhaps each “super fly” can also come with a lethal gene that only reveals itself in the event of an escape.","1"
"The article explores the relationship between metamorphosis and microbiota in insects, emphasizing the challenges and opportunities faced during this developmental process. Metamorphosis poses unique constraints on maintaining symbiotic relationships, as the larval environment undergoes radical changes, exposing microbes to new conditions and immunological challenges. Some insects retain the same symbiont throughout life stages but may relocate it within different tissues, while others harbor distinct microbial communities in larvae and adults, adapting to shifts in diet or habitat. This flexibility offers advantages over insects with less adaptable associations between life stages. Microbes have been found to influence metamorphosis by protecting against pathogens, supplying essential nutrients for adult development, and regulating pupation cues across various insect taxa. However, microbial associations in many families and orders of Holometabola remain unexplored, leaving room for further discoveries on the intricate relationship between metamorphosis and microbiota in the evolutionary context of animal development.","1"
"One feed being low in starch and the other very high, as a combination dietary treatment they balanced each other out and provided an excellent rearing substrate for BSF larvae. Cost of growth on either feed was similar, so a combination feed was not more expensive but did achieve high feed conversion rates.","1"
"This study showed some optimal conditions for producing green biodiesel from BSFL, showing specific temperatures for rearing and extractions, along with waste stream inclusions.","1"
"Understanding the intricate relationship between bee diets and gut microbiomes holds significant promise for insect producers engaged in various aspects of biocontrol and ecosystem management. Insights derived from studying how bee diets shape their gut microbiomes, particularly among specialized bees like vulture bees that solely consume carrion, offer valuable directions for innovative biocontrol strategies. Producers could leverage this knowledge to explore microbiome manipulation techniques that influence bee health and behaviors, potentially aiding disease management or fostering desired pollination behaviors. Moreover, this understanding enables producers involved in ecosystem restoration or sustainable agricultural practices to anticipate the ecological impact of different bee dietary patterns, contributing to informed decision-making. Ultimately, this research offers insect producers an opportunity to innovate in bioresource development, potentially identifying beneficial microbiome components or organisms for biocontrol agents or supplements, fostering sustainable and effective practices in beekeeping and pest management.","1"
"May want to do a similar study in other agricultural species.","1"
"If using seaweed as a larval rearing substrate, consideration needs to be taken on how to process it without removing too much of the nutrients while still eliminating negative microbes.","1"
"May want to see if probiotic treatment can modulate pathogenic infections with fewer deaths in insect populatios","1"
"This is a review that descirbes the existing rearing methods for 4 insects currently being mass produced within the food & feed industry. More research needs to be done to see if we can enhance these methods to increase production globally to meet the needs.","1"
"Cockroaches, thriving for 300 million years with over 4600 known species, harbor a rich bacterial diversity, including Blattabacterium species residing in specialized bacteriocytes. While these insects can spread potentially harmful bacteria like Enterobacteriaceae, Staphylococcus, and Mycobacterium, their gut also hosts bacteria with industrial potential. Some bacteria, such as Streptomyces, produce antibiotics, while others like Bacillus, Enterococcus, and Pseudomonas generate bioactive compounds useful in pharmaceuticals or agriculture. Enzymes from cockroach-associated bacteria offer promise in various industries, including food, paper, and cosmetics. Analysis of their gut microbiomes reveals lesser-known bacteria, suggesting prospects for novel taxonomic groups. Despite the potential pathogenicity, the diverse bacteria associated with cockroaches present opportunities for biotechnological applications, highlighting both their dangers and potential benefits. Key Points: Enterobacteriaceae are prevalent in cockroaches; however, cultivation-independent studies unveil a diverse bacterial community dominated by Bacteroidetes and Firmicutes. Cockroach-associated bacteria, though potentially pathogenic, also offer possibilities for biotechnological utilization.","1"
"It is apparent that MiRNA plays a critical role in spermatogenesis. Understanding this complex process, and perhaps how these expression patterns are mediated by environmental stimuli (such as light), could help us to optimize fertility and fecundity in commercial insect rearing systems.","1"
"This study showed that seasonality should be taken into consideration, especially in smaller scale facilities for insect rearing, along with which container type is intended to be used and that it can affect larval yield.","1"
"May want to investigate modulation of the gut microbiome of larvae to increase quality of end product in insect rearing.","1"
"May want to explore what kinds of chitin are needed in different industries. May not need to increas yield if high purity is needed for certain products. Scaling up studies need to be done.","1"
"Food quality is integral to ensuring that insects can react well to heat shock. ","1"
"The larvae from contaminated spiekd diets were deemed low risk to the chickens specifically looking at egg production. There were some issues within the chickens kidneys. Further research can go into harvest methodolgy of the larvae to reduce the contamination even more.","1"
"High quality assemblies are limited by the number and variety of samples used to construct them. This is especially apparent when studying commercial insects, which often have reduced genetic diversity compared to their wild counterparts. Bacterial, crop, and human pan genomics studies have been successful in identifying new genes or gene variants that could not be captured by the original reference. For example, a 2019 pangenomic study (Gao et al.) with wild tomatoes revealed several thousand new genes, one of which is responsible for flavor (an important trait in that industry). This paper explores the pan-genome of silkworms, which is a major commercial insect that has been domesticated for several thousand years old. The authors show that pan-genomic studies are crucial to fully understand and harness the entire spectrum of genetic resources of commercial insects.","1"
"Understanding how insect imune sytems respond to pathogen stressors, and what specific genes can modulate expression of animnicrobial peptides will prove indespensible for developing more resistant stains of farmed insects. ","1"
"Though this research was geared towards developing RNAi integrated pest management for this pest species, developing a complete ovarian transcriptome for various farmed insect species would be hugely beneficial in understanding the major driving forces behind egg development. This research could lead to more targeted artificial selection and/or genetic modification for improved fecundity and, in turn, higher yields.","1"
"The prevailing view of evolution as a linear progression from simple ancestors to complex beings overlooks the intricate nature of biological adaptation. This study highlights a fascinating example from about 21 million years ago, where fruit flies acquired bacterial genes capable of cell destruction (cdtB and aip56) to defend against wasp parasites. Perhaps the answer to the threat posed by pests in mass rearing, for example, won’t be found by developing a better local insect strain, but in the chemical arsenals of distantly related bacteria. By investigating the complex mechanisms of adaptation and considering the genetic resources of species outside the Big Three, breeders can surpass what is achievable through conventional breeding alone.","1"
"Higher air temperature settings and good-quality food can ensure shorter and more regulated development times for mass-reared insects.","1"
"This evaluates the tradeoffs in rearing at low and high larval density and temperature, which can be used to change rearing conditions to target desired products.","1"
"Phenotypic plasticity is the ability for an organism with the same genotype to respond in different ways, depending on their environment. For example, normally large larvae might be smaller if reared in a dense, nutrient deprived environment. This is fairly intuitive, as one might expect that a nutrient poor insect would have a harder time supporting a bigger body. The question is, how does the body “know” that its environment is different? What specific pathways are up or downregulated to achieve smaller size, or any other adaptation? How can we create larvae that grow faster and larger on available substrates? Unraveling these questions is crucial to engineering an idealized insect. This paper reviews the state of research on developmental plasticity. The authors describe how three major components of environmental responses (sensors, modulators, and effectors) can affect phenotypic plasticity and also targets for future trials.","1"
"May want to evaluate frass and for pathogens of agricultural importance. May want to investigate if diet plays a roll in bacterial load of frass to begin with.","1"
"This article highlights the impact of the microbiome on mosquito vectorial capacity and potential opportunities for novel vector control strategies. It is relevant to insect growers as mosquitoes are important vectors of several diseases that affect both humans and animals. Understanding how microbiota affects mosquito phenotypes and their impact on pathogen transmission can help in developing more efficient vector control strategies.","1"
"Side stream availability will need to be considered, along with their nutritional values. Not all side streams are currently legally able to be used, so more research needs to be done in that area along with law making.","1"
"Study focused on the health of the dogs and overall acceptance and digestibility of using partially defatted bsf larval meal and oil as inclusion replacements. Both were well accepted, and showed these were safe for canine consumption.","1"
"Rabbis are raised as research animals and exotic pets. Additionally, rabbits are raised for meat by homesteaders and family farmers. This could be an additional use case for insect meal. May also want to investigate the use of cricket meal/ cricket flour as rabbit food is often dry and pelleted.","1"
"Temperature variations can be used to manipulate mass rearing.","1"
"Fermentation of pastes shows to be promising, however more research needs to go into assessing the cost-effectiveness and application of fermentation. This may also impact the flavor of the product to animals or humans that may be ingesting this.","1"
"Single nucleotide polymorphisms (SNPs or SNVs) are relatively easy to quantify with advances in sequencing. Unfortunately, these SNPs do not account for all the ways organisms manifest new traits. The authors of this paper focus on inversions. Traditional marker-based detection often falls short of capturing this variation because, when sequencing reads are mapped to a reference genome, their orientation and alignment are based on the reference sequence. This means inversions, which reverse the original chromosome structure, can be overlooked or misinterpreted as mismatches or gaps, rather than recognized as structural variations. The authors describe methods by which inversions can be reliably characterized, advocating graph-based pangenome, and report on at least 19 cases of inversions associated with adaptation and commercially useful traits in cash crops.","1"
"Microbial diversity of these diets may play a huge role in the diet preference of the larvae. As these larvae are typical decomposers, they may obtain some nutrient requirements from microbes. pH levels of the diets may also be a factor in choice. More research can be done in this area, looking at how specific pH and species of microbes imapct growth of larvae.","1"
"This study holds relevance for insect producers as it sheds light on the complex symbiotic relationships between bark beetles and their microbiota. Understanding how these microorganisms interact with the beetles in various environments can offer insights into optimizing rearing conditions and improving pest management strategies. Additionally, uncovering the dynamics of the beetle microbiome can aid in developing targeted approaches to manipulate insect populations and mitigate their impact on trees and forests.","1"
"The study doesn't show significant negative effects on fillet properties, indicating that using insect meals as fish feed is a sustainable option. This study also emphasizes the need for more research done in this area to determine the imapct of insect meals on fish diets and how it effects their growth.","1"
"Domestication leads to changes, deliberate and accidental, to an organism’s genome. The sampling of a small number of organisms for mass rearing creates population bottlenecks that reduce population diversity. Humans often impose environmental conditions that are drastically different from the wild, which further limits available genetic material as selection favors a narrow set of traits. The process of domestication is often understood from the context of successful domesticates like dogs and cows, but the authors of this paper show that the vast majority of species fail to adapt. The big three insect agriculture species (BSF, cricket, mealworm) were selected in part because they perform well in human conditions. It is important to note, though, that dogs had more than 10,000 years of selection to get where they are today. By refining a generalized understanding of domestication, one can improve upon the traits granted by natural selection and ensure that a species of interest becomes a successful domesticate.","1"
"Understanding the role of bacteria in the gut of insects will prove crucial to improving insect growth and health in commercial growth facilities. ","1"
"While rearing BSF on this plant can lower the levels of heavy metal accumulation within the larvae, you will have a trade off of having lower essential amino acids due to only using plant material.","1"
"More research should go into how BSF larvae impact the TCA cycle, and if this is affected in other animals as well.","1"
"One subject of increasing controversy is the origin of the black soldier fly. Scientific consensus is that the BSF originated in the new world and very recently spread to the rest of the globe. Recent mitochondrial data call this into question, with the migration and branching of Old-World black soldier flies predicted to have occurred at least several million years ago- long before the evolution of homo sapiens. In a similar vein, early sightings of the black soldier fly in Europe suggested that it was introduced by human trade and migration in the 20th century. This paper reports on an alleged black soldier fly larva that was found in the tomb of a 16th century Italian princess, which would place the BSF in Europe at least four centuries prior. This sample has not been sequenced, which could be useful both to positively ID the specimen as BSF and to gain more insight into the black soldier fly’s historical demographics and genetic adaptations. Such information is crucial for improving BSF breeding and management, ultimately enhancing the productivity and sustainability of insect agriculture","1"
"This research helps investigate BSF rearing in outdoor conditions, which can be helpful for large-scale BSF farming which needs more space than some indoor operations can provide.","1"
"This paper is relevant to insect growers because it investigates the bioaccumulation potential of certain micro- and macroelements, toxic elements, and non-essential elements in the black soldier fly (H. illucens) raised on optimal feed. This information is important for insect growers who are interested in using H. illucens as a potential source of protein for animal feed or human food. Understanding the bioaccumulation potential of H. illucens is essential for ensuring the safety of the final product and meeting regulatory requirements. The study provides valuable information that can be used by insect growers to optimize their feeding practices and reduce the risk of bioaccumulation of harmful elements in their insect-based products. By ensuring the safety and quality of their products, insect growers can build consumer trust and expand the market for insect-based food and feed.","1"
"The study highlights the importance of colony membership and genotype in shaping the gut microbiota of honeybees, which can have implications for the health and productivity of the colony. The findings suggest that maintaining genetically diverse colonies may promote a more diverse and resilient gut microbiota in honeybees. The study also suggests that the surrounding landscape composition may have some influence on the gut microbiota of honeybees, with urban landscapes potentially having a negative impact on gut microbial diversity.","1"
"Though we do not yet farm social insects for feed or food, Insects reared at high densities experiance similarily elevated pathogen risk due to iase of illness transmition. For this reason, it could prove important to understand how insects who choose to exist at similarily high densities may reduce risk of pathogen spread to come of with novel husbatry formats.  ","1"
"Optimized rearing conditions are crucial for cost-effective cricket production.","1"
"Understanding how different diets produce different frass characteristics is vital for being able to use it as a potential fertilizer or soil amendment. More research needs to be done on the impact of frass and root structures.","1"
"The addition of specific dry ingredients into feed stocks for BSF can be a really important aspect, especially when using waste streams with varried mositure contents. If your waste stream is too high in moisture, it can negatively impact the larvae.","1"
"Using bsf products as fertilizers, different components will have different nutrients. Ground adult flies had highest N, and frass was shown to be a suitable soil ammendment.","1"
"Insect agriculture producers should take note of this research as it demonstrates the indirect effects of global warming on pest insects. The study specifically shows that elevated temperatures can negatively impact the southern green stinkbug by suppressing its obligate bacterial symbiont. This highlights the practical relevance of understanding mutualistic collapse in a warming world. Insect farmers may need to consider the potential cascading effects of climate change on symbiotic relationships within insect populations, impacting pest dynamics and requiring adaptation strategies.","1"
"In insect agriculture, it is occasionally necessary to transport live organisms, like shipping a box for sequencing. For small scales like this, it is simple to add some dry ice to a styrofoam box. On a larger scale, climate-controlled containers can be costly. One solution could be inducing diapause, which is a physiological state like hibernation where development stops and body processes slow down. Manipulating diapause could also allow for better control of production cycles and harvesting times. As opposed to hibernation, diapause under natural conditions tends to be uninterrupted and non-reversible, but it can be artificially interrupted with treatments like the hydrochloric acid solution used in this paper. The authors show the altered expression levels of different sugar transport genes caused by diapause, which will help characterize the mechanisms involved. If the genes involved in diapause are understood more fully, cheaper and more elegant techniques could be developed to manipulate insect life cycles.","1"
"This study sheds light on the bacterial community associated with Monochamus beetles, which are the vectors of the nematode Bursaphelenchus xylophilus, the causative agent of pine wilt disease (PWD). Understanding the microbial ecology of these beetles is important for developing management strategies to control the spread of PWD. The findings of this study may have implications for the development of biological control agents for PWD.","1"
"This study provides insights into how large mammalian herbivores, such as cattle, can indirectly affect the microbiome of insects living in the same habitat, potentially affecting their health and performance. This knowledge could be relevant to insect growers who are interested in optimizing the growth and health of their insect livestock. Understanding the interactions between different organisms in the habitat, including their microbiomes, could help insect growers develop more sustainable and efficient production practices.","1"
"Invertebrates lack the sophisticated adaptive immune system of vertebrate agriculture species like pigs, chickens, and cow. This means that they rely heavily on innate immunity, and antimicrobial peptides (AMPs) are one of the most important molecules in that system. Insects also rely on mutualistic bacteria, and AMPs can damage the insect’s own cells. Evolution favors a balance between too much activity, destroying the host and “good” bacteria, and too little, making them vulnerable to pathogens. The authors of this paper focus on a single fruit fly amp, Diptericin, and show how evolution has impacted it. In their introduction, they describe cases where insects that transition to more sterile environments partially or completely lose immune function. This is especially relevant to insect agriculture where, at the very least, the kind of pathogens encountered in commercial rearing are likely to be different from the wild. It is important to understand how we might be inadvertently promoting risks to colony health. Conversely, by leveraging mechanistic insights into AMP adaptation, we may be able to enhance disease tolerance through genomic breeding or through genetic modification. After all, each insect species or population is exposed to a unique environment and will likely be uniquely well-equipped to handle a specific range of pathogens.","1"
"Understanding the genetic basis for both wound response as well as pathogen exposure could help us to create more resilient strains of farmed instects.","1"
"The early stages of fly development are determined by mRNA that is deposited in the egg by the mother. This is one way that the environment of the mother (for example, good or bad nutrition) can affect the growth of their larvae. Recent Drosophila (fruit fly) studies have shown that, on an individual level, the larval developmental diet may be more important than maternal diet for determining larval fitness. It is important to consider, though, that BSF females can lay hundreds of eggs. The accumulation of small benefits, across many larvae, could still be significant when measuring total output.","1"
"Heat-processing is more efficient for large-scale BSFL treatment than high-pressure processing.","1"
"This study can help companies decide on larval densities in pans, especially when using waste products as a feed. Waste streams will be more likely to be contaminated, and if we can increase the larval immune system by increasing temperature & density, this can help provide a better product.","1"
"There were sensory defects when MW was increased in the diet. Up to 3%MW inclusion may be the max for the first 24 days. Further studies looking at a full life-span diet should be developed, along with other inclusion rates.","1"
"High","1"
"May want to investigate other probiotic species with a similar study. May want to evaluate this in channel catfish or tilapia.","1"
"A combination diet seemed to provide better performing larvae for waste reduction. The more available nutrients and choice, the better BSF can convert.","1"
"This study was important because they were looking at the scalability of BSF inclusion within aquaculture. The fish also had an increase in gut lactic acid bacteria, which can offer a health benefit and act as a probiotic for the fish.","1"
"This study provides new insights into the potential of insect-associated Streptomyces as a source of new antimicrobials, which could be of interest to insect growers. The findings suggest that these microbes have a diverse biosynthetic capability and could be a promising source for novel antimicrobials to combat antimicrobial resistance. Insect growers could potentially play a role in the discovery and cultivation of these microbes, and contribute to the development of new antimicrobial products. Additionally, the study highlights the importance of microbiomes in the discovery of new natural products and the need to explore understudied sources for future antimicrobial discovery.","1"
"The genetic landscape of the Black Soldier Fly (BSF) is poorly described in literature. Even with the recent boom of scientific interest; most studies concern feed trials, microbial interactions, and nutritional/chemical profiles. Before this paper, there were no high-quality reference genomes for BSF available, which further limited future genetics-focused research. This assembly developed by Thomas et al. is a reference currently used for the bulk of comparative analysis in CEIF genomics work and findings in this paper, especially regarding chromosome 5, may drive future projects.","1"
"The effects of poor nutrition in mass-reared insects may be exacerbated in lower temperatures.","1"
"Research on the insect gut epithelium elucidates its vital role in nutrition, immunity, and osmoregulation. Understanding the functions and interactions within the insect gut could be beneficial for insect growers interested in optimizing nutrition, immune health, and overall insect well-being in rearing facilities.","1"
"For insect producers, understanding the complex interactions between insects and their gut bacteria is crucial. Recognizing the potential benefits that these microorganisms provide, such as nutrition, protection, and disease resistance, can inform strategies for optimizing insect rearing conditions and enhancing production efficiency. Additionally, the insights gained from studying social insects can offer guidance for developing microbiome-based approaches to improve insect health, well-being, and overall production outcomes.","1"
"Understanding the response of commercially reared insects to different pesticides will be important for comparing invertebrate pest outbreaks in insect farms (such as mites). Studies such as this one can also be utilized to inform the development of RNA-seq studies more generally with regard to insects of interest.","1"
"May want to evaluate ways to buffer the frass before adding it to the plants and evaluate growth.","1"
"This research bears significance for insect growers in the context of global forest health. The study sheds light on the intricate web of interactions between hosts, microbiota, and insects that contribute to complex forest diseases driven by climate disturbances, insect pests, and microbial pathogens. By employing a combination of reductionist and emergentist strategies, the research dissects the gene expression dynamics and symptom severity within the acute oak decline (AOD) disease system. This understanding of emergent properties in host-pathobiota-insect interactions provides valuable insights into the mechanisms underpinning forest diseases that pose threats to global forest ecosystems. The findings offer potential applications for enhancing pest management strategies and disease control in forestry practices.","1"
"May want to consider doing the in virtro model of this experiment and include other insects.","1"
"The main insect model used for genetics work is Drosophila (fruit fly). Beetles, like the mealworm, contain over 500,00 species and are separated from the fruit fly by 240 million years (ballpark) of evolution. The red flour beetle (T. castaneum), which is in the same family as mealworms, is a promising alternative to the fruit fly for IAB and researchers invested in a broader range of commercial insects. This paper reviews the state of red flour beetle genetics research and is one of two similar reviews, around the time of writing, that makes compelling case for flour beetle model organisms. The authors explore a range of research areas pertaining to red flour beetles. Broadening the scope of projects and literature revies to include research on red flour beetles could provide the IAB with valuable insights applicable to their target species.","1"
"May want to investigate the potential of adding frass to food new food source to speed up feeding of new generation of insects. May want to investigate to which roll these results translate to IAB species.","1"
"This study showed that cottonseed press cake can be a feed ingredient for BSF larvae even though it has anti-nutritional properties (gossypol). Research needs to go toward supplementary microbes that can help metamorphosis.","1"
"This study explored the composition and establishment of microbiomes associated with eggs of the Southern green stinkbug, Nezara viridula (L.). Researchers employed high-throughput amplicon sequencing and quantitative PCR to investigate the microbiome of egg masses from natural populations in Belgium and Italy, as well as to analyze eggs at different developmental stages from laboratory strains. Results revealed that eggs from ovaries lacked bacteria, suggesting bacterial colonization occurred post-oviposition. The bacterial diversity of deposited eggs was notably low, with minimal changes observed in bacterial composition and density over time, implying limited bacterial growth. Notably, a Pantoea-like symbiont, previously identified in the midgut of N. viridula, was consistently present at high densities in most samples, indicating its dominance within the egg-associated microbiome. Furthermore, some eggs contained a Sodalis symbiont, previously unreported in N. viridula populations. Overall, the study concludes that the microbiome associated with N. viridula eggs is characterized by low diversity and is predominantly dominated by a few specific symbiotic bacteria, notably the Pantoea-like symbiont, suggesting its importance in the ecology of N. viridula eggs.","1"
"The nutritional composition of insect feed is important to determine microbial diversity within the larvae. This, in turn, directly impacts which enzymes will be produced within the larvae.","1"
"The main insect model used for genetics work is drosophila (fruit fly). Beetles, like the mealworm, contain over 500,00 species and are separated from the fruit fly by 240 million years (ballpark) of evolution. In some cases, like this paper, entire organs of interest are simply missing in the fruit fly. The red flour beetle (T. castaneum) is a promising alternative to fruit fly for IAB and researchers invested in a broader range of commercial insects. This paper uses a combination of phenotypic screening and transcriptomics to build a deeper understanding of red flour beetle stink glands. The authors show how both approaches complement each other and demonstrate how we might use them for investigating other industrially relevant traits.","1"
"May want to compare IAB insects to a multitude of diets to see how it impacts bacterial diversity and/or bacterial load. May also want to investigate regional gut ph using methods described on IAB insects.","1"
"This research provides information on what temperature and substrate are best for BSFL rearing from chicken waste streams.","1"
"May want to investigate this in channel catfish, tilapia, or other significant species in aquaculture. MSU has aquaculture experiment stations.","1"
"May want to investigate the roll of microbial modulation on the effect of IAB insect species. If weight is not drastically affected it widens the scope of potential probiotics that can be used to support insect health without jeopardizing overall weight of commercial product.","1"
"This should also be done with defatted larvae to see if this could alter the inclusion rates, but as of now, this concludes that bsfl up to 30% can be a viable option.","1"
"Reference genomes are the backbone of modern genetics work. High quality assemblies lead to better prediction of gene structure, a better understanding of the species demographic history, and offer a resource for functional genomics work. For example, the design of candidate regions for CRISPR/Cas9-based genetic modifications necessitates an understanding of the genome's topography to minimize off-target effects. The authors of this paper constructed a genome assembly using a novel technique known as Omni-C, which is less biased than Hi-C in its selection of regions due to the restriction enzymes it employs, to investigate chromosomal structure. Their final product was lower quality than the black soldier fly reference assembly, but still better than most other non-model insects. Also, insights might be gained from differences between these genomes. The NCBI reference came from the Sheppard strain, from North America, while the authors of this paper sourced BSF reared in Taiwan. Recent mitochondrial evidence suggests that Asian BSF occupy a separate lineage, so it is possible that this assembly contains variants not found in others.","1"
"Little is known about the complex interactions between gene expression and behavior. THis paper can help lay the framework for diff. expression studies in the brain of commersially relevent insects and the effercts this has on behavior.","1"
